"Orthogroup","query","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"OG0011202","gene_10943.t1",1.09e-272,748,"KOG1441@1|root,KOG1441@2759|Eukaryota,38H04@33154|Opisthokonta,3NVXV@4751|Fungi,3QNJJ@4890|Ascomycota,20FWS@147545|Eurotiomycetes,3S2PR@5042|Eurotiales","4751|Fungi","EG","DUF250 domain membrane protein","-","-","-","-","-","-","-","-","-","-","-","-","TPT"
"OG0011202","gene_10943.t1",0,1001,"KOG4225@1|root,KOG4225@2759|Eukaryota,38DGK@33154|Opisthokonta,3NVBF@4751|Fungi,3QMVG@4890|Ascomycota,20F67@147545|Eurotiomycetes,3S3IK@5042|Eurotiales","4751|Fungi","T","PB1 domain protein","-","-","-","-","-","-","-","-","-","-","-","-","PB1,TPR_1,TPR_2,TPR_8"
"OG0011202","gene_10943.t1",0,1065,"COG2303@1|root,KOG1238@2759|Eukaryota,38UEK@33154|Opisthokonta,3NWDN@4751|Fungi,3QJNB@4890|Ascomycota,20BXA@147545|Eurotiomycetes,3S52K@5042|Eurotiales","4751|Fungi","E","Dehydrogenase","-","-","-","-","-","-","-","-","-","-","-","-","GMC_oxred_C,GMC_oxred_N"
"OG0011202","gene_10943.t1",0,976,"COG0044@1|root,KOG2584@2759|Eukaryota,38E62@33154|Opisthokonta,3NW4E@4751|Fungi,3QPBS@4890|Ascomycota,20AX3@147545|Eurotiomycetes,3S6I9@5042|Eurotiales","4751|Fungi","F","Amidohydrolase family","-","-","3.5.2.2","ko:K01464","ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100","M00046","R02269,R03055,R08227","RC00632,RC00680","ko00000,ko00001,ko00002,ko01000,ko04147","-","-","-","Amidohydro_1"
"OG0011202","gene_10943.t1",0,1444,"COG0666@1|root,KOG4177@2759|Eukaryota,39T9I@33154|Opisthokonta,3P185@4751|Fungi,3QSMW@4890|Ascomycota,20D4S@147545|Eurotiomycetes,3S44S@5042|Eurotiales","4751|Fungi","M","ankyrin repeat","-","-","-","-","-","-","-","-","-","-","-","-","Ank_2,Ank_3,Ank_4"
"OG0011202","gene_10943.t1",6.51e-15,75.5,"2EBJF@1|root,2SHMS@2759|Eukaryota,3AGUU@33154|Opisthokonta,3PCFR@4751|Fungi,3R18M@4890|Ascomycota,21PVW@147550|Sordariomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0011228","gene_07989.t1",3.15e-291,802,"29X6J@1|root,2RXR7@2759|Eukaryota,38FPY@33154|Opisthokonta,3NZT3@4751|Fungi,3QKKW@4890|Ascomycota,20AX9@147545|Eurotiomycetes,3S7ZV@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0011228","gene_07989.t1",1.62e-171,479,"28MC9@1|root,2SEE2@2759|Eukaryota,3A5MP@33154|Opisthokonta,3P55P@4751|Fungi,3QXUH@4890|Ascomycota","4751|Fungi","E","Peroxidase, family 2","-","-","-","-","-","-","-","-","-","-","-","-","Peroxidase_2"
"OG0011228","gene_07989.t1",1.21e-117,338,"COG0071@1|root,KOG0710@2759|Eukaryota,3A15R@33154|Opisthokonta,3P2JN@4751|Fungi,3QZFK@4890|Ascomycota,20TE6@147545|Eurotiomycetes,3SFJP@5042|Eurotiales","4751|Fungi","O","Belongs to the small heat shock protein (HSP20) family","-","-","-","-","-","-","-","-","-","-","-","-","HSP20"
"OG0011228","gene_07989.t1",3.28e-174,499,"KOG1290@1|root,KOG1290@2759|Eukaryota,39JZ6@33154|Opisthokonta,3Q4BW@4751|Fungi,3R18Q@4890|Ascomycota,20I5I@147545|Eurotiomycetes,3SAE9@5042|Eurotiales","4751|Fungi","T","Protein kinase domain","-","-","-","-","-","-","-","-","-","-","-","-","Pkinase"
"OG0011228","gene_07989.t1",1.86e-290,795,"COG0579@1|root,KOG2665@2759|Eukaryota,397NY@33154|Opisthokonta,3Q36B@4751|Fungi,3RK7N@4890|Ascomycota,20F9M@147545|Eurotiomycetes","4751|Fungi","S","Dehydrogenase","-","-","-","ko:K20298","-","-","-","-","ko00000,ko04131","-","-","-","DAO"
"OG0011228","gene_07989.t1",3.72e-08,60.5,"COG1304@1|root,COG5274@1|root,KOG0537@2759|Eukaryota,KOG0538@2759|Eukaryota,38BCT@33154|Opisthokonta,3NTYS@4751|Fungi,3UXVJ@5204|Basidiomycota,226A8@155619|Agaricomycetes,3H4BF@355688|Agaricomycetes incertae sedis","4751|Fungi","C","FMN-dependent dehydrogenase","-","-","1.1.2.3","ko:K00101","ko00620,ko01100,map00620,map01100","-","R00196","RC00044","ko00000,ko00001,ko01000","-","-","-","Cyt-b5,FMN_dh"
"OG0011450","gene_06950.t1",0,1558,"KOG1396@1|root,KOG1396@2759|Eukaryota,38DPJ@33154|Opisthokonta,3NUAE@4751|Fungi,3QR4M@4890|Ascomycota,20BRX@147545|Eurotiomycetes,3S4IJ@5042|Eurotiales","4751|Fungi","S","Sad1 UNC domain protein","-","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006457,GO:0008150,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0034975,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0071944,GO:0098827","-","-","-","-","-","-","-","-","-","-","Sad1_UNC"
"OG0011450","gene_06950.t1",0,1153,"COG1167@1|root,COG1739@1|root,KOG0634@2759|Eukaryota,KOG3299@2759|Eukaryota,38FH8@33154|Opisthokonta,3NU3Z@4751|Fungi,3QN6W@4890|Ascomycota,20DYK@147545|Eurotiomycetes,3S3F9@5042|Eurotiales","4751|Fungi","E","Aromatic amino acid aminotransferase","-","-","-","-","-","-","-","-","-","-","-","-","Aminotran_1_2"
"OG0011450","gene_06950.t1",0,1107,"COG0366@1|root,KOG0471@2759|Eukaryota,38EYC@33154|Opisthokonta,3NV3E@4751|Fungi,3QK27@4890|Ascomycota,20CA0@147545|Eurotiomycetes,3S3PZ@5042|Eurotiales","4751|Fungi","G","alpha-amylase","-","GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004553,GO:0004556,GO:0005488,GO:0005509,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0007049,GO:0008150,GO:0008152,GO:0008360,GO:0009272,GO:0009653,GO:0009897,GO:0009986,GO:0009987,GO:0010927,GO:0016020,GO:0016043,GO:0016160,GO:0016787,GO:0016798,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0030154,GO:0030312,GO:0030435,GO:0030437,GO:0030476,GO:0031224,GO:0031225,GO:0031226,GO:0031233,GO:0031362,GO:0031505,GO:0032502,GO:0032505,GO:0032989,GO:0034293,GO:0042244,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0043934,GO:0043935,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044264,GO:0044425,GO:0044459,GO:0044464,GO:0044703,GO:0045229,GO:0046379,GO:0046658,GO:0046872,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051321,GO:0051704,GO:0065007,GO:0065008,GO:0070590,GO:0070591,GO:0070726,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071852,GO:0071940,GO:0071944,GO:0098552,GO:1903046","3.2.1.1","ko:K01176","ko00500,ko01100,ko04973,map00500,map01100,map04973","-","R02108,R02112,R11262","-","ko00000,ko00001,ko01000","-","GH13","-","Alpha-amylase,DUF1966"
"OG0011450","gene_06950.t1",5.96e-207,572,"COG2123@1|root,KOG1614@2759|Eukaryota,38B7Z@33154|Opisthokonta,3NUU4@4751|Fungi,3QM9P@4890|Ascomycota,20EWF@147545|Eurotiomycetes,3S63F@5042|Eurotiales","4751|Fungi","J","Exosome complex endonuclease 2 ribosomal RNA processing protein","RRP45","GO:0000175,GO:0000176,GO:0000177,GO:0000178,GO:0000184,GO:0000288,GO:0000291,GO:0000459,GO:0000460,GO:0000466,GO:0000467,GO:0000469,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016072,GO:0016073,GO:0016074,GO:0016075,GO:0016078,GO:0016180,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0017091,GO:0019222,GO:0019439,GO:0022613,GO:0031123,GO:0031125,GO:0031126,GO:0031974,GO:0031981,GO:0032991,GO:0034427,GO:0034470,GO:0034472,GO:0034473,GO:0034475,GO:0034476,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0042254,GO:0043144,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0043632,GO:0043633,GO:0043634,GO:0043928,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0070013,GO:0070478,GO:0070481,GO:0070651,GO:0071025,GO:0071027,GO:0071028,GO:0071029,GO:0071035,GO:0071038,GO:0071042,GO:0071046,GO:0071047,GO:0071051,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902494,GO:1905354","-","ko:K03678","ko03018,map03018","M00391","-","-","ko00000,ko00001,ko00002,ko03019","-","-","-","RNase_PH,RNase_PH_C"
"OG0011450","gene_06950.t1",1.31e-232,649,"29IPY@1|root,2RRXM@2759|Eukaryota,39Z94@33154|Opisthokonta,3NVZ0@4751|Fungi,3QMWA@4890|Ascomycota,20BE5@147545|Eurotiomycetes,3S2XB@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","AIM3"
"OG0011450","gene_06950.t1",1.16e-22,96.7,"2EZ65@1|root,2T0J0@2759|Eukaryota,3AU0Z@33154|Opisthokonta,3PH37@4751|Fungi,3R67J@4890|Ascomycota,20IW8@147545|Eurotiomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0011450","gene_06950.t1",1.28e-156,449,"COG0604@1|root,KOG1198@2759|Eukaryota,38GCH@33154|Opisthokonta,3NX49@4751|Fungi,3QQFJ@4890|Ascomycota,20EPA@147545|Eurotiomycetes,3S7Z0@5042|Eurotiales","4751|Fungi","C","alcohol dehydrogenase","-","GO:0003674,GO:0003824,GO:0004022,GO:0006066,GO:0006091,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0044237,GO:0044281,GO:0055114,GO:0071704,GO:1901615","-","-","-","-","-","-","-","-","-","-","ADH_N,ADH_zinc_N"
"OG0011457","gene_12956.t1",0,1010,"KOG0254@1|root,KOG0254@2759|Eukaryota,38HIV@33154|Opisthokonta,3NZ12@4751|Fungi,3QPQQ@4890|Ascomycota,20MIY@147545|Eurotiomycetes,3SCQG@5042|Eurotiales","4751|Fungi","U","Major Facilitator Superfamily","-","-","-","-","-","-","-","-","-","-","-","-","MFS_1"
"OG0011457","gene_12956.t1",2.1e-198,601,"KOG1075@1|root,KOG1075@2759|Eukaryota,39XVS@33154|Opisthokonta,3P0R9@4751|Fungi,3QK2F@4890|Ascomycota,20MIR@147545|Eurotiomycetes,3SA53@5042|Eurotiales","4751|Fungi","S","Encoded by","-","-","-","-","-","-","-","-","-","-","-","-","Exo_endo_phos_2,RVT_1,zf-CCHC"
"OG0011457","gene_12956.t1",2.4e-48,175,"2CYIU@1|root,2S4P6@2759|Eukaryota,38TDG@33154|Opisthokonta,3PV2F@4751|Fungi,3RE9G@4890|Ascomycota,20PHP@147545|Eurotiomycetes,3SDNG@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0011482","gene_08446.t1",0,1348,"KOG3589@1|root,KOG3589@2759|Eukaryota,38GQ1@33154|Opisthokonta,3NUSG@4751|Fungi,3QNEY@4890|Ascomycota,20B5J@147545|Eurotiomycetes,3S4AY@5042|Eurotiales","4751|Fungi","S","Developmental regulator FlbA","SST2","GO:0000003,GO:0000749,GO:0000754,GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0006355,GO:0006357,GO:0006725,GO:0007154,GO:0007165,GO:0008047,GO:0008150,GO:0008152,GO:0008277,GO:0009056,GO:0009058,GO:0009403,GO:0009404,GO:0009407,GO:0009636,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010646,GO:0010648,GO:0010913,GO:0010914,GO:0010969,GO:0016020,GO:0018130,GO:0019219,GO:0019222,GO:0019236,GO:0019438,GO:0019439,GO:0019748,GO:0019954,GO:0023051,GO:0023052,GO:0023057,GO:0023058,GO:0030154,GO:0030234,GO:0030436,GO:0030695,GO:0031136,GO:0031137,GO:0031139,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032502,GO:0034305,GO:0035556,GO:0042221,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043385,GO:0043386,GO:0043387,GO:0043455,GO:0043547,GO:0043900,GO:0043902,GO:0043934,GO:0043937,GO:0044093,GO:0044237,GO:0044248,GO:0044249,GO:0044424,GO:0044464,GO:0044550,GO:0045460,GO:0045461,GO:0045574,GO:0045595,GO:0045744,GO:0046483,GO:0046700,GO:0046999,GO:0048315,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051336,GO:0051345,GO:0051716,GO:0060238,GO:0060240,GO:0060255,GO:0060284,GO:0060589,GO:0061794,GO:0065007,GO:0065009,GO:0070887,GO:0071310,GO:0071444,GO:0071704,GO:0071944,GO:0075306,GO:0080090,GO:0090029,GO:0098754,GO:0098772,GO:1900376,GO:1900378,GO:1901360,GO:1901361,GO:1901362,GO:1901376,GO:1901377,GO:1901378,GO:1901575,GO:1901576,GO:1903506,GO:1903664,GO:2000112,GO:2000241,GO:2000242,GO:2000243,GO:2001141","-","ko:K19838","ko04011,map04011","-","-","-","ko00000,ko00001","-","-","-","DEP,RGS"
"OG0011482","gene_08446.t1",0,1717,"KOG0667@1|root,KOG0667@2759|Eukaryota,38D9D@33154|Opisthokonta,3NTYA@4751|Fungi,3QKZA@4890|Ascomycota,20BAT@147545|Eurotiomycetes,3S5NC@5042|Eurotiales","4751|Fungi","T","Protein kinase Yak1","YAK1","GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004713,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018108,GO:0018193,GO:0018212,GO:0019538,GO:0023052,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032878,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0065007,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564","2.7.12.1","ko:K18670","-","-","-","-","ko00000,ko01000,ko01001","-","-","-","Pkinase"
"OG0011482","gene_08446.t1",6.92e-183,508,"COG5291@1|root,KOG0858@2759|Eukaryota,38HZ4@33154|Opisthokonta,3NXV0@4751|Fungi,3QSKV@4890|Ascomycota,20BF0@147545|Eurotiomycetes,3S4W6@5042|Eurotiales","4751|Fungi","S","May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins","-","GO:0000151,GO:0000153,GO:0000835,GO:0000836,GO:0000839,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006508,GO:0006511,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0019538,GO:0019941,GO:0030163,GO:0030433,GO:0030970,GO:0031224,GO:0031984,GO:0032527,GO:0032991,GO:0033036,GO:0033554,GO:0034613,GO:0034976,GO:0036503,GO:0042175,GO:0042221,GO:0042886,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051603,GO:0051641,GO:0051649,GO:0051716,GO:0051787,GO:0070727,GO:0070843,GO:0071702,GO:0071704,GO:0071705,GO:0098796,GO:0098827,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1903513,GO:1990234","-","ko:K13989","ko04141,map04141","M00403","-","-","ko00000,ko00001,ko00002","-","-","-","DER1"
"OG0011482","gene_08446.t1",0,1482,"2CMMJ@1|root,2QQUZ@2759|Eukaryota,38CCZ@33154|Opisthokonta,3NWBZ@4751|Fungi,3QQ48@4890|Ascomycota,20BEU@147545|Eurotiomycetes,3S4WD@5042|Eurotiales","4751|Fungi","S","Docking domain of Afi1 for Arf3 in vesicle trafficking","-","GO:0000278,GO:0000281,GO:0000282,GO:0000910,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005933,GO:0005935,GO:0007049,GO:0007163,GO:0008150,GO:0009987,GO:0016020,GO:0022402,GO:0030010,GO:0030427,GO:0030447,GO:0030448,GO:0040007,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0051179,GO:0051301,GO:0051641,GO:0051666,GO:0061640,GO:0071944,GO:1903047","-","-","-","-","-","-","-","-","-","-","Afi1,SPA"
"OG0011482","gene_08446.t1",1.87e-64,198,"KOG4267@1|root,KOG4267@2759|Eukaryota,3A8MY@33154|Opisthokonta,3P79I@4751|Fungi,3QXG9@4890|Ascomycota","4751|Fungi","S","Saccharomyces cerevisiae YJR085C","-","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0016020,GO:0016021,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044464","-","-","-","-","-","-","-","-","-","-","Tmemb_14"
"OG0011482","gene_08446.t1",7.62e-89,295,"COG0457@1|root,KOG1840@2759|Eukaryota,38CFM@33154|Opisthokonta,3NYQ3@4751|Fungi,3QJXH@4890|Ascomycota,20AHZ@147545|Eurotiomycetes,3MWFW@451870|Chaetothyriomycetidae","4751|Fungi","Z","Encoded by","-","-","-","-","-","-","-","-","-","-","-","-","NB-ARC,PNP_UDP_1,TPR_10,TPR_12,TPR_7"
"OG0011482","gene_08446.t1",1.02e-57,186,"2EKBY@1|root,2SQ9R@2759|Eukaryota,3ABXJ@33154|Opisthokonta,3P8IQ@4751|Fungi,3R0DH@4890|Ascomycota,20J9X@147545|Eurotiomycetes,3S911@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0011493","gene_04025.t1",3.24e-73,222,"KOG3582@1|root,KOG3582@2759|Eukaryota,3A5W5@33154|Opisthokonta,3P5YF@4751|Fungi,3QXSC@4890|Ascomycota,20HXB@147545|Eurotiomycetes,3S9BA@5042|Eurotiales","4751|Fungi","K","helix loop helix domain","INO4","GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006355,GO:0006357,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0019637,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044798,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090407,GO:0090575,GO:0097159,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141","-","ko:K09102","-","-","-","-","ko00000,ko03000","-","-","-","HLH"
"OG0011493","gene_04025.t1",3.42e-137,397,"2EJ1J@1|root,2SPB7@2759|Eukaryota,3A75Y@33154|Opisthokonta,3P53X@4751|Fungi,3QXGQ@4890|Ascomycota,20IMH@147545|Eurotiomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0011493","gene_04025.t1",2.75e-221,618,"29878@1|root,2RF7U@2759|Eukaryota,3AG0X@33154|Opisthokonta,3PBMB@4751|Fungi,3R1EN@4890|Ascomycota,20GN3@147545|Eurotiomycetes,3SC6C@5042|Eurotiales","4751|Fungi","S","Fungal specific transcription factor domain","-","-","-","-","-","-","-","-","-","-","-","-","Fungal_trans_2,Zn_clus"
"OG0011493","gene_04025.t1",2.1e-217,600,"COG3491@1|root,KOG0143@2759|Eukaryota,39RQX@33154|Opisthokonta,3NVNG@4751|Fungi,3QT5C@4890|Ascomycota,20M5A@147545|Eurotiomycetes,3SEPR@5042|Eurotiales","4751|Fungi","Q","Belongs to the iron ascorbate-dependent oxidoreductase family","-","-","-","-","-","-","-","-","-","-","-","-","2OG-FeII_Oxy,DIOX_N"
"OG0011493","gene_04025.t1",2.54e-33,122,"2D5MW@1|root,2SZ08@2759|Eukaryota,39JYD@33154|Opisthokonta,3Q4B0@4751|Fungi,3R0RZ@4890|Ascomycota","4751|Fungi","O","RING finger","-","-","-","-","-","-","-","-","-","-","-","-","zf-RING_2"
"OG0011493","gene_04025.t1",4.56e-40,135,"2DE4X@1|root,2SYB4@2759|Eukaryota,3ABBS@33154|Opisthokonta,3P73D@4751|Fungi,3R5M5@4890|Ascomycota,21CBB@147550|Sordariomycetes","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
