Orthogroup	Aspergillus_eucalypticola	Aspergillus_luchuensis	Aspergillus_neoniger	Aspergillus_niger_ASM285	Aspergillus_niger_CBS101883	Aspergillus_piperis	Aspergillus_tubingensis	Aspergillus_vadensis	Aspergillus_welwitschiae_cbs	Aspergillus_welwitschiae_ccmb663	Aspergillus_welwitschiae_ccmb674	Aspergillus_welwitschiae_ihem	Aspergillus_welwitschiae_imrd1	Aspergillus_welwitschiae_item	Aspergillus_welwitschiae_ocstreb1	Aspergillus_welwitschiae_ref_cbs	Neurospora_crassa
OG0002086	XP_025382962.1	XP_041541530.1	XP_025474396.1	XP_001398999.1	XP_025449847.1	XP_025512828.1	XP_035351127.1	XP_025565273.1	gene_07657.t1	gene_04490.t1	gene_00333.t1	gene_07631.t1	gene_01911.t1	gene_05046.t1	gene_01672.t1	XP_026624940.1	XP_961533.1
OG0002087	XP_025382965.1	XP_041541527.1	XP_025474399.1	XP_001399002.3	XP_025449850.1	XP_025512825.1	XP_035351124.1	XP_025565270.1	gene_07660.t1	gene_04493.t1	gene_00336.t1	gene_07628.t1	gene_01914.t1	gene_05049.t1	gene_01676.t1	XP_026624944.1	XP_957845.3
OG0002088	XP_025382966.1	XP_041541526.1	XP_025474400.1	XP_001399004.3	XP_025449851.1	XP_025512824.1	XP_035351123.1	XP_025565269.1	gene_07662.t1	gene_04495.t1	gene_00338.t1	gene_07626.t1	gene_01916.t1	gene_05051.t1	gene_01678.t1	XP_026624945.1	XP_956427.1
OG0002089	XP_025382969.1	XP_041541523.1	XP_025474403.1	XP_059606612.1	XP_025449854.1	XP_025512821.1	XP_035351120.1	XP_025565266.1	gene_07665.t1	gene_04498.t1	gene_00341.t1	gene_07623.t1	gene_01919.t1	gene_05054.t1	gene_01681.t1	XP_026624948.1	XP_959965.2
OG0002090	XP_025382970.1	XP_041541522.1	XP_025474404.1	XP_001399009.1	XP_025449855.1	XP_025512820.1	XP_035351119.1	XP_025565265.1	gene_07666.t1	gene_04499.t1	gene_00342.t1	gene_07622.t1	gene_01920.t1	gene_05055.t1	gene_01682.t1	XP_026624949.1	XP_959913.1
OG0002091	XP_025382974.1	XP_041541518.1	XP_025474408.1	XP_001399013.1	XP_025449859.1	XP_025512816.1	XP_035351115.1	XP_025565261.1	gene_07671.t1	gene_04504.t1	gene_00347.t1	gene_07618.t1	gene_01925.t1	gene_05059.t1	gene_01687.t1	XP_026624953.1	XP_011395322.1
OG0002092	XP_025382979.1	XP_041541512.1	XP_025474413.1	XP_059606618.1	XP_025449864.1	XP_025512810.1	XP_035351110.1	XP_025565257.1	gene_07677.t1	gene_04510.t1	gene_00353.t1	gene_07612.t1	gene_01931.t1	gene_05065.t1	gene_01692.t1	XP_026624959.1	XP_955935.1
OG0002093	XP_025382980.1	XP_041541511.1	XP_025475134.1	XP_001399019.1	XP_025449865.1	XP_025512809.1	XP_035351109.1	XP_025565255.1	gene_07678.t1	gene_04511.t1	gene_00354.t1	gene_07611.t1	gene_01932.t1	gene_05066.t1	gene_01693.t1	XP_026624960.1	XP_959553.1
OG0002094	XP_025382985.1	XP_041541507.1	XP_025475137.1	XP_001399023.1	XP_025449869.1	XP_025512806.1	XP_035351105.1	XP_025565252.1	gene_07682.t1	gene_04515.t1	gene_00358.t1	gene_07607.t1	gene_01936.t1	gene_05070.t1	gene_01698.t1	XP_026624965.1	XP_959779.3
OG0002095	XP_025382987.1	XP_041541505.1	XP_025475139.1	XP_059606621.1	XP_025449871.1	XP_025512804.1	XP_035351103.1	XP_025565250.1	gene_07684.t1	gene_04517.t1	gene_00360.t1	gene_07605.t1	gene_01938.t1	gene_05072.t1	gene_01700.t1	XP_026624968.1	XP_959967.1
OG0002096	XP_025382988.1	XP_041541504.1	XP_025475140.1	XP_001399026.1	XP_025449872.1	XP_025512803.1	XP_035351102.1	XP_025565249.1	gene_07685.t1	gene_04518.t1	gene_00361.t1	gene_07604.t1	gene_01939.t1	gene_05073.t1	gene_01701.t1	XP_026624969.1	XP_959966.1
OG0002097	XP_025382991.1	XP_041541502.1	XP_025475142.1	XP_059606623.1	XP_025449874.1	XP_025512801.1	XP_035351100.1	XP_025565247.1	gene_07687.t1	gene_04520.t1	gene_00363.t1	gene_07602.t1	gene_01941.t1	gene_05075.t1	gene_01703.t1	XP_026624972.1	XP_958939.1
OG0002098	XP_025382992.1	XP_041541501.1	XP_025475143.1	XP_059606624.1	XP_025449875.1	XP_025512800.1	XP_035351099.1	XP_025565246.1	gene_07688.t1	gene_04521.t1	gene_00364.t1	gene_07601.t1	gene_01942.t1	gene_05076.t1	gene_01704.t1	XP_026624973.1	XP_959280.1
OG0002099	XP_025382995.1	XP_041541498.1	XP_025475146.1	XP_001399032.1	XP_025449878.1	XP_025512797.1	XP_035351096.1	XP_025565243.1	gene_07691.t1	gene_04524.t1	gene_00367.t1	gene_07598.t1	gene_01945.t1	gene_05079.t1	gene_01707.t1	XP_026624976.1	XP_955943.1
OG0002100	XP_025382996.1	XP_041541497.1	XP_025475147.1	XP_001399033.3	XP_025449879.1	XP_025512796.1	XP_035351095.1	XP_025565242.1	gene_07692.t1	gene_04526.t1	gene_00369.t1	gene_07596.t1	gene_01947.t1	gene_05081.t1	gene_01709.t1	XP_026624977.1	XP_001727992.2
OG0002101	XP_025382997.1	XP_041541496.1	XP_025475148.1	XP_001399034.1	XP_025449880.1	XP_025512795.1	XP_035351094.1	XP_025565241.1	gene_07693.t1	gene_04527.t1	gene_00370.t1	gene_07595.t1	gene_01948.t1	gene_05082.t1	gene_01710.t1	XP_026624978.1	XP_959778.1
OG0002102	XP_025382999.1	XP_041541494.1	XP_025475150.1	XP_001399036.1	XP_025449882.1	XP_025512793.1	XP_035351092.1	XP_025565239.1	gene_07695.t1	gene_04529.t1	gene_00372.t1	gene_07593.t1	gene_01950.t1	gene_05084.t1	gene_01712.t1	XP_026624980.1	XP_960683.2
OG0002103	XP_025383000.1	XP_041541493.1	XP_025475151.1	XP_001399037.1	XP_025449883.1	XP_025512792.1	XP_035351091.1	XP_025565238.1	gene_07696.t1	gene_04530.t1	gene_00373.t1	gene_07592.t1	gene_01951.t1	gene_05085.t1	gene_01713.t1	XP_026624981.1	XP_960684.1
OG0002104	XP_025383002.1	XP_041541492.1	XP_025475152.1	XP_001399038.1	XP_025449884.1	XP_025512791.1	XP_035351090.1	XP_025565237.1	gene_07697.t1	gene_04531.t1	gene_00374.t1	gene_07591.t1	gene_01952.t1	gene_05086.t1	gene_01714.t1	XP_026624983.1	XP_959139.1
OG0002105	XP_025383003.1	XP_041541491.1	XP_025475153.1	XP_059606626.1	XP_025449885.1	XP_025512790.1	XP_035351089.1	XP_025565236.1	gene_07698.t1	gene_04532.t1	gene_00375.t1	gene_07590.t1	gene_01953.t1	gene_05087.t1	gene_01715.t1	XP_026624984.1	XP_956302.1
OG0002106	XP_025383004.1	XP_041541490.1	XP_025475154.1	XP_001399040.1	XP_025449886.1	XP_025512789.1	XP_035351088.1	XP_025565235.1	gene_07699.t1	gene_04533.t1	gene_00376.t1	gene_07589.t1	gene_01954.t1	gene_05088.t1	gene_01716.t1	XP_026624985.1	XP_957190.3
OG0002107	XP_025383005.1	XP_041541489.1	XP_025475155.1	XP_001399041.1	XP_025449887.1	XP_025512788.1	XP_035351087.1	XP_025565234.1	gene_07700.t1	gene_04534.t1	gene_00377.t1	gene_07588.t1	gene_01955.t1	gene_05089.t1	gene_01717.t1	XP_026624986.1	XP_963619.1
OG0002108	XP_025383006.1	XP_041541488.1	XP_025475156.1	XP_001399042.3	XP_025449888.1	XP_025512787.1	XP_035351086.1	XP_025565233.1	gene_07701.t1	gene_04535.t1	gene_00378.t1	gene_07587.t1	gene_01956.t1	gene_05090.t1	gene_01718.t1	XP_026624987.1	XP_963620.1
OG0002109	XP_025383009.1	XP_041544692.1	XP_025481855.1	XP_001401609.1	XP_025457676.1	XP_025514962.1	XP_035353767.1	XP_025567594.1	gene_00491.t1	gene_12183.t1	gene_05267.t1	gene_04407.t1	gene_05914.t1	gene_00600.t1	gene_02747.t1	XP_026632510.1	XP_961127.1
OG0002110	XP_025383010.1	XP_041544691.1	XP_025481856.1	XP_059606894.1	XP_025457677.1	XP_025514961.1	XP_035353766.1	XP_025567595.1	gene_00490.t1	gene_12184.t1	gene_05268.t1	gene_04406.t1	gene_05913.t1	gene_00599.t1	gene_02748.t1	"XP_026632508.1, XP_026632509.1"	
OG0002111	XP_025383012.1	XP_041544689.1	XP_025481858.1	XP_001401606.3	XP_025457679.1	XP_025514959.1	XP_035353764.1	XP_025567597.1	gene_00488.t1	gene_12186.t1	gene_05270.t1	gene_04404.t1	gene_05911.t1	gene_00597.t1	gene_02750.t1	XP_026632506.1	XP_956004.2
OG0002112	XP_025383016.1	XP_041544685.1	XP_025481861.1	XP_001401602.3	XP_025457683.1	XP_025514955.1	XP_035353760.1	XP_025567601.1	gene_00485.t1	gene_12191.t1	gene_05274.t1	gene_04401.t1	gene_05908.t1	gene_00594.t1	gene_02754.t1	XP_026632503.1	XP_960752.1
OG0002113	XP_025383017.1	XP_041544683.1	XP_025481862.1	XP_059606889.1	XP_025457684.1	XP_025514954.1	XP_035353758.1	XP_025567603.1	gene_00483.t1	gene_12193.t1	gene_05276.t1	gene_04399.t1	gene_05906.t1	gene_00592.t1	gene_02756.t1	XP_026632502.1	XP_960750.1
OG0002114	XP_025383020.1	XP_041544681.1	XP_025481864.1	XP_001401598.1	XP_025457686.1	XP_025514952.1	XP_035353756.1	XP_025567605.1	gene_00481.t1	gene_12195.t1	gene_05278.t1	gene_04397.t1	gene_05904.t1	gene_00590.t1	gene_02758.t1	XP_026632500.1	XP_960753.2
OG0002115	XP_025383022.1	XP_041544679.1	XP_025481866.1	XP_059606886.1	XP_025457688.1	XP_025514950.1	XP_035353754.1	XP_025567607.1	gene_00479.t1	gene_12197.t1	gene_05280.t1	gene_04395.t1	gene_05902.t1	gene_00588.t1	gene_02760.t1	XP_026632498.1	XP_961110.1
OG0002116	XP_025383023.1	XP_041544678.1	XP_025481867.1	XP_001401595.3	XP_025457689.1	XP_025514949.1	XP_035353753.1	XP_025567608.1	gene_00478.t1	gene_12198.t1	gene_05281.t1	gene_04394.t1	gene_05901.t1	gene_00587.t1	gene_02761.t1	XP_026632497.1	XP_961107.1
OG0002117	XP_025383027.1	XP_041544674.1	XP_025481871.1	XP_001401591.1	XP_025457692.1	XP_025514945.1	XP_035353749.1	XP_025567612.1	gene_00474.t1	gene_12202.t1	gene_05285.t1	gene_04390.t1	gene_05897.t1	gene_00583.t1	gene_02765.t1	XP_026632493.1	XP_961106.1
OG0002118	XP_025383028.1	XP_041544673.1	XP_025481872.1	XP_059606885.1	XP_025457693.1	XP_025514944.1	XP_035353748.1	XP_025567613.1	gene_00473.t1	gene_12203.t1	gene_05286.t1	gene_04389.t1	gene_05896.t1	gene_00582.t1	gene_02766.t1	XP_026632492.1	XP_961108.1
OG0002119	XP_025383029.1	XP_041544672.1	XP_025481873.1	XP_001401589.1	XP_025457694.1	XP_025514943.1	XP_035353747.1	XP_025567614.1	gene_00472.t1	gene_12204.t1	gene_05287.t1	gene_04388.t1	gene_05895.t1	gene_00581.t1	gene_02767.t1	XP_026632491.1	XP_961359.3
OG0002120	XP_025383030.1	XP_041544671.1	XP_025481874.1	XP_059606884.1	XP_025457695.1	XP_025514942.1	XP_035353746.1	XP_025567615.1	gene_05447.t1	gene_12205.t1	gene_05288.t1	gene_04387.t1	gene_05894.t1	gene_00580.t1	gene_02768.t1	XP_026627112.1	XP_962356.3
OG0002121	XP_025383031.1	XP_041544670.1	XP_025481875.1	XP_001401587.3	XP_025457696.1	XP_025514941.1	XP_035353745.1	XP_025567616.1	gene_05448.t1	gene_12206.t1	gene_05289.t1	gene_04386.t1	gene_05893.t1	gene_00579.t1	gene_02769.t1	XP_026627113.1	XP_961360.1
OG0002122	XP_025383034.1	XP_041544668.1	XP_025481877.1	XP_059606881.1	XP_025457699.1	XP_025514939.1	XP_035353743.1	XP_025567618.1	gene_05450.t1	gene_12208.t1	gene_05291.t1	gene_04384.t1	gene_05891.t1	gene_00577.t1	gene_02771.t1	XP_026627116.1	XP_961130.1
OG0002123	XP_025383035.1	XP_041544667.1	XP_025481878.1	XP_001401583.1	XP_025457700.1	XP_025514938.1	XP_035353742.1	XP_025567619.1	gene_05451.t1	gene_12209.t1	gene_05292.t1	gene_04383.t1	gene_05890.t1	gene_00576.t1	gene_02772.t1	XP_026627117.1	XP_961129.1
OG0002124	XP_025383037.1	XP_041544665.1	XP_025481880.1	XP_001401581.1	XP_025457702.1	XP_025514936.1	XP_035353740.1	XP_025567621.1	gene_05453.t1	gene_12211.t1	gene_05294.t1	gene_04381.t1	gene_05888.t1	gene_00574.t1	gene_02774.t1	XP_026627119.1	XP_965639.1
OG0002125	XP_025383038.1	XP_041544664.1	XP_025481881.1	XP_001401580.3	XP_025457703.1	XP_025514935.1	XP_035353739.1	XP_025567622.1	gene_05454.t1	gene_12212.t1	gene_05295.t1	gene_04380.t1	gene_05887.t1	gene_00573.t1	gene_02775.t1	XP_026627120.1	XP_965640.2
OG0002126	XP_025383040.1	"XP_041544662.1, XP_041545967.1"	XP_025481883.1	XP_001401578.1	XP_025457705.1	XP_025514933.1	XP_035353737.1	XP_025567624.1	gene_05456.t1	gene_12214.t1	gene_05297.t1	gene_04378.t1	gene_05885.t1	gene_00571.t1	gene_02777.t1	XP_026627122.1	
OG0002127	XP_025383043.1	XP_041544660.1	XP_025481885.1	XP_059606878.1	XP_025457708.1	XP_025514931.1	XP_035353735.1	XP_025567626.1	gene_05459.t1	gene_12217.t1	gene_05299.t1	gene_04376.t1	gene_05882.t1	gene_00568.t1	gene_02780.t1	XP_026627124.1	XP_965641.1
OG0002128	XP_025383044.1	XP_041544659.1	XP_025481886.1	XP_059606877.1	XP_025457709.1	XP_025514930.1	XP_035353734.1	XP_025567627.1	gene_05461.t1	gene_12218.t1	gene_05300.t1	gene_04374.t1	gene_05880.t1	gene_00566.t1	gene_02782.t1	XP_026627125.1	XP_964054.1
OG0002129	XP_025383045.1	XP_041544658.1	XP_025481887.1	XP_001401573.1	XP_025457710.1	XP_025514929.1	XP_035353733.1	XP_025567628.1	gene_05462.t1	gene_12219.t1	gene_05302.t1	gene_04373.t1	gene_05879.t1	gene_00565.t1	gene_02784.t1	XP_026627126.1	XP_963130.1
OG0002130	XP_025383046.1	XP_041544657.1	XP_025481888.1	XP_059606876.1	XP_025457712.1	XP_025514928.1	XP_035353732.1	XP_025567629.1	gene_05463.t1	gene_12220.t1	gene_05303.t1	gene_04372.t1	gene_05878.t1	gene_00564.t1	gene_02785.t1	XP_026627127.1	XP_960714.1
OG0002131	XP_025383048.1	XP_041544654.1	XP_025481891.1	XP_059606874.1	XP_025457714.1	XP_025514926.1	XP_035353729.1	XP_025567632.1	gene_05466.t1	gene_12223.t1	gene_05306.t1	gene_04369.t1	gene_05875.t1	gene_00561.t1	gene_02788.t1	XP_026627131.1	XP_958758.1
OG0002132	XP_025383054.1	XP_041544648.1	XP_025481897.1	XP_001401563.1	XP_025457720.1	XP_025514920.1	XP_035353723.1	XP_025567638.1	gene_05472.t1	gene_12229.t1	gene_05312.t1	gene_04363.t1	gene_05869.t1	gene_00555.t1	gene_02794.t1	XP_026627137.1	XP_961364.3
OG0002133	XP_025383055.1	XP_041544647.1	XP_025481898.1	XP_001401562.1	XP_025457721.1	XP_025514919.1	XP_035353722.1	XP_025567639.1	gene_05473.t1	gene_12230.t1	gene_05313.t1	gene_04362.t1	gene_05868.t1	gene_00554.t1	gene_02795.t1	XP_026627138.1	XP_964466.3
OG0002134	XP_025383056.1	XP_041544646.1	XP_025481899.1	XP_059606871.1	XP_025457722.1	XP_025514918.1	XP_035353721.1	XP_025567640.1	gene_05474.t1	gene_12231.t1	gene_05314.t1	gene_04361.t1	gene_05867.t1	gene_00553.t1	gene_02796.t1	XP_026627139.1	XP_963125.1
OG0002135	XP_025383057.1	XP_041544645.1	XP_025481900.1	XP_001401560.1	XP_025457723.1	XP_025514917.1	XP_035353720.1	XP_025567641.1	gene_05475.t1	gene_12232.t1	gene_05315.t1	gene_04360.t1	gene_05866.t1	gene_00552.t1	gene_02797.t1	XP_026627140.1	XP_963124.1
OG0002136	XP_025383059.1	XP_041544643.1	XP_025481902.1	XP_059606870.1	XP_025457725.1	XP_025514915.1	XP_035353718.1	XP_025567643.1	gene_05477.t1	gene_12234.t1	gene_05317.t1	gene_04358.t1	gene_05864.t1	gene_00550.t1	gene_02799.t1	XP_026627142.1	XP_961355.1
OG0002137	XP_025383060.1	XP_041544642.1	XP_025481903.1	XP_001401557.1	XP_025457726.1	XP_025514914.1	XP_035353717.1	XP_025567644.1	gene_05478.t1	gene_12235.t1	gene_05318.t1	gene_04357.t1	gene_05863.t1	gene_00549.t1	gene_02800.t1	XP_026627143.1	XP_961354.1
OG0002138	XP_025383061.1	XP_041544641.1	XP_025481904.1	XP_059606869.1	XP_025457727.1	XP_025514913.1	XP_035353716.1	XP_025567645.1	gene_05479.t1	gene_12236.t1	gene_05319.t1	gene_04356.t1	gene_05862.t1	gene_00548.t1	gene_02801.t1	XP_026627144.1	XP_958766.2
OG0002139	XP_025383062.1	XP_041544640.1	XP_025481905.1	XP_001401555.1	XP_025457728.1	XP_025514912.1	XP_035353715.1	XP_025567646.1	gene_05480.t1	gene_12237.t1	gene_05320.t1	gene_04355.t1	gene_05861.t1	gene_00547.t1	gene_02802.t1		"XP_011394518.1, XP_011394519.1"
OG0002140	XP_025383063.1	XP_041544639.1	XP_025481906.1	XP_001401554.1	XP_025457729.1	XP_025514911.1	XP_035353714.1	XP_025567647.1	gene_05481.t1	gene_12238.t1	gene_05321.t1	gene_04354.t1	gene_05860.t1	gene_00546.t1	gene_02803.t1	XP_026627145.1	XP_960719.1
OG0002141	XP_025383068.1	XP_041544635.1	XP_025481910.1	XP_059606867.1	XP_025457733.1	XP_025514906.1	XP_035353710.1	XP_025567653.1	gene_05485.t1	gene_12242.t1	gene_05325.t1	gene_04350.t1	gene_05856.t1	gene_00542.t1	gene_02807.t1	XP_026627149.1	XP_959631.1
OG0002142	XP_025383071.1	XP_041544632.1	XP_025481913.1	XP_001401549.1	XP_025457737.1	XP_025514903.1	XP_035353708.1	XP_025567656.1	gene_05487.t1	gene_12244.t1	gene_05327.t1	gene_04348.t1	gene_05854.t1	gene_00540.t1	gene_02809.t1	XP_026627151.1	XP_964480.1
OG0002143	XP_025383072.1	XP_041544631.1	XP_025481914.1	XP_001401548.1	XP_025457738.1	XP_025514902.1	XP_035353707.1	XP_025567657.1	gene_05488.t1	gene_12245.t1	gene_05328.t1	gene_04347.t1	gene_05853.t1	gene_00539.t1	gene_02810.t1	XP_026627152.1	XP_964481.3
OG0002144	XP_025383074.1	XP_041544629.1	XP_025481916.1	XP_001401546.1	XP_025457742.1	XP_025514900.1	XP_035353705.1	XP_025567660.1	gene_05492.t1	gene_12248.t1	gene_05331.t1	gene_04343.t1	gene_05849.t1	gene_00535.t1	gene_02814.t1	XP_026627155.1	XP_957618.1
OG0002145	XP_025383075.1	XP_041544628.1	XP_025481917.1	XP_001401545.1	XP_025457743.1	XP_025514899.1	XP_035353704.1	XP_025567661.1	gene_05493.t1	gene_12249.t1	gene_05332.t1	gene_04342.t1	gene_05848.t1	gene_00534.t1	gene_02815.t1	XP_026627156.1	XP_957617.2
OG0002146	XP_025383077.1	XP_041544626.1	XP_025481920.1	XP_001401543.1	XP_025457745.1	XP_025514897.1	XP_035353702.1	XP_025567664.1	gene_05495.t1	gene_12251.t1	gene_05334.t1	gene_04340.t1	gene_05846.t1	gene_00532.t1	gene_02817.t1	XP_026627158.1	XP_957152.1
OG0002147	XP_025383078.1	XP_041544625.1	XP_025481921.1	XP_001401542.3	XP_025457746.1	XP_025514896.1	XP_035353701.1	XP_025567665.1	gene_05496.t1	gene_12252.t1	gene_05335.t1	gene_04339.t1	gene_05845.t1	gene_00531.t1	gene_02818.t1	XP_026627159.1	XP_011393673.1
OG0002148	XP_025383080.1	XP_041544623.1	XP_025481923.1	XP_001401540.1	XP_025457748.1	XP_025514893.1	XP_035353699.1	XP_025567667.1	gene_05498.t1	gene_12254.t1	gene_05337.t1	gene_04337.t1	gene_05843.t1	gene_00529.t1	gene_02820.t1	XP_026627161.1	XP_956444.1
OG0002149	XP_025383081.1	XP_041544622.1	XP_025481924.1	XP_001401539.1	XP_025457749.1	XP_025514892.1	XP_035353698.1	XP_025567668.1	gene_05499.t1	gene_12255.t1	gene_05338.t1	gene_04336.t1	gene_05842.t1	gene_00528.t1	gene_02821.t1	XP_026627162.1	XP_956443.1
OG0002150	XP_025383082.1	XP_041544621.1	XP_025481925.1	XP_001401538.1	XP_025457750.1	XP_025514891.1	XP_035353697.1	XP_025567669.1	gene_05500.t1	gene_12256.t1	gene_05339.t1	gene_04335.t1	gene_05841.t1	gene_00527.t1	gene_02822.t1	XP_026627163.1	XP_963597.3
OG0002151	XP_025383084.1		XP_025481927.1	XP_001401536.3	XP_025457752.1	XP_025514889.1	XP_035353695.1	XP_025567671.1	gene_05502.t1	gene_12258.t1	gene_05341.t1	gene_04333.t1	gene_05839.t1	gene_00525.t1	gene_02824.t1	XP_026627165.1	"XP_011393524.1, XP_011393525.1"
OG0002152	XP_025383085.1	XP_041544619.1	XP_025481928.1	XP_059605261.1	XP_025457753.1	XP_025514888.1	XP_035353694.1	XP_025567672.1	gene_05503.t1	gene_12259.t1	gene_05342.t1	gene_04332.t1	gene_05838.t1	gene_00524.t1	gene_02825.t1	XP_026627166.1	XP_956355.1
OG0002153	XP_025383088.1	XP_041544616.1	XP_025481930.1	XP_001401532.1	XP_025457759.1	XP_025514886.1	XP_035353692.1	XP_025567674.1	gene_05505.t1	gene_12261.t1	gene_05344.t1	gene_04330.t1	gene_05836.t1	gene_00522.t1	gene_02827.t1	XP_026627171.1	XP_956452.1
OG0002154	XP_025383089.1	XP_041544615.1	XP_025481931.1	XP_001401531.1	XP_025457760.1	XP_025514885.1	XP_035353691.1	XP_025567675.1	gene_05506.t1	gene_12262.t1	gene_05346.t1	gene_04329.t1	gene_05835.t1	gene_00521.t1	gene_02829.t1	XP_026627172.1	XP_956451.1
OG0002155	XP_025383092.1	XP_041544613.1	XP_025481934.1	XP_001401528.1	XP_025457763.1	XP_025514882.1	XP_035353688.1	XP_025567678.1	gene_05509.t1	gene_12265.t1	gene_05349.t1	gene_04326.t1	gene_05832.t1	gene_00518.t1	gene_02832.t1	XP_026627175.1	XP_956872.1
OG0002156	XP_025383094.1	XP_041544611.1	XP_025481936.1	XP_059605259.1	XP_025457765.1	XP_025514880.1	XP_035353686.1	XP_025567680.1	gene_05511.t1	gene_12267.t1	gene_05351.t1	gene_04324.t1	gene_05830.t1	gene_00516.t1	gene_02834.t1	XP_026627177.1	XP_956764.1
OG0002157	XP_025383095.1	XP_041544610.1	XP_025481938.1	XP_001401525.3	XP_025457766.1	XP_025514879.1	XP_035353685.1	XP_025567681.1	gene_05512.t1	gene_12268.t1	gene_05352.t1	gene_04323.t1	gene_05829.t1	gene_00515.t1	gene_02835.t1	XP_026627178.1	XP_961064.1
OG0002158	XP_025383096.1	XP_041544609.1	XP_025481939.1	XP_001401524.1	XP_025457767.1	XP_025514878.1	XP_035353684.1	XP_025567682.1	gene_05513.t1	gene_12269.t1	gene_05353.t1	gene_04322.t1	gene_05828.t1	gene_00514.t1	gene_02836.t1	XP_026627179.1	XP_956298.1
OG0002159	XP_025383099.1	XP_041544606.1	XP_025481942.1	XP_001401521.1	XP_025457770.1	XP_025514875.1	XP_035353681.1	XP_025567685.1	gene_05515.t1	gene_12271.t1	gene_05355.t1	gene_04320.t1	gene_05826.t1	gene_00512.t1	gene_02838.t1	XP_026627182.1	XP_001728068.1
OG0002160	XP_025383100.1	XP_041544605.1	XP_025481943.1	XP_001401520.1	XP_025457771.1	XP_025514874.1	XP_035353680.1	XP_025567686.1	gene_05516.t1	gene_12272.t1	gene_05356.t1	gene_04319.t1	gene_05825.t1	gene_00511.t1	gene_02839.t1	XP_026627183.1	XP_959445.3
OG0002161	XP_025383101.1	XP_041544604.1	XP_025481944.1	XP_001401519.1	XP_025457772.1	XP_025514873.1	XP_035353679.1	XP_025567687.1	gene_05517.t1	gene_12273.t1	gene_05357.t1	gene_04318.t1	gene_05824.t1	gene_00510.t1	gene_02840.t1	XP_026627184.1	XP_963618.1
OG0002162	XP_025383102.1	XP_041544603.1	XP_025481945.1	XP_059605257.1	XP_025457773.1	XP_025514872.1	XP_035353678.1	XP_025567688.1	gene_05518.t1	gene_12274.t1	gene_05358.t1	gene_04317.t1	gene_05823.t1	gene_00509.t1	gene_02841.t1	XP_026627185.1	XP_963617.1
OG0002163	XP_025383103.1	XP_041544602.1	XP_025481947.1	XP_001401516.1	XP_025457775.1	XP_025514871.1	XP_035353677.1	XP_025567689.1	gene_05519.t1	gene_12275.t1	gene_05359.t1	gene_04316.t1	gene_05822.t1	gene_00508.t1	gene_02842.t1	XP_026627186.1	XP_959651.3
OG0002164	XP_025383105.1	XP_041544601.1	XP_025481949.1	XP_059605254.1	XP_025457777.1	XP_025514869.1	XP_035353676.1	XP_025567690.1	gene_05520.t1	gene_12276.t1	gene_05360.t1	gene_04315.t1	gene_05821.t1	gene_00507.t1	gene_02843.t1	XP_026627189.1	XP_959650.1
OG0002165	XP_025383109.1	XP_041544597.1	XP_025481952.1	XP_059605252.1	XP_025451086.1	XP_025519835.1	XP_035353673.1	XP_025567694.1	gene_05523.t1	gene_12279.t1	gene_00117.t1	gene_04312.t1	gene_05818.t1	gene_00504.t1	gene_02847.t1	XP_026627192.1	XP_955979.2
OG0002166	XP_025383110.1	XP_041544596.1	XP_025481953.1	XP_001401510.1	XP_025451087.1	XP_025519834.1	XP_035353672.1	XP_025567695.1	gene_05524.t1	gene_12280.t1	gene_00118.t1	gene_04311.t1	gene_05817.t1	gene_00503.t1	gene_02848.t1	XP_026627193.1	XP_001727974.1
OG0002167	XP_025383111.1	XP_041544595.1	XP_025481954.1	XP_001401509.1	XP_025451088.1	XP_025519832.1	XP_035353671.1	XP_025567696.1	gene_05526.t1	gene_12282.t1	gene_00119.t1	gene_04309.t1	gene_05815.t1	gene_00501.t1	gene_02850.t1	XP_026627194.1	XP_961077.2
OG0002168	XP_025383114.1	XP_041544594.1	XP_025481955.1	XP_059605250.1	XP_025451091.1	XP_025519831.1	XP_035353670.1	XP_025567697.1	gene_05527.t1	gene_12283.t1	gene_00120.t1	gene_04308.t1	gene_05814.t1	gene_00500.t1	gene_02851.t1	XP_026627196.1	XP_956817.3
OG0002169	XP_025383115.1	XP_041544593.1	XP_025481956.1	XP_001401506.1	XP_025451092.1	XP_025519830.1	XP_035353669.1	XP_025567698.1	gene_05528.t1	gene_12284.t1	gene_00121.t1	gene_04307.t1	gene_05813.t1	gene_00499.t1	gene_02852.t1	XP_026627197.1	XP_956442.2
OG0002170	XP_025383117.1	XP_041544591.1	XP_025481958.1	XP_059605248.1	XP_025451094.1	XP_025519828.1	XP_035353667.1	XP_025567700.1	gene_05530.t1	gene_12286.t1	gene_00123.t1	gene_04305.t1	gene_05811.t1	gene_00497.t1	gene_02854.t1	XP_026627199.1	XP_956758.3
OG0002171	XP_025383119.1	XP_041544589.1	XP_025481960.1	XP_001401502.3	XP_025451096.1	XP_025519826.1	XP_035353665.1	XP_025567702.1	gene_05532.t1	gene_12288.t1	gene_00125.t1	gene_04303.t1	gene_05809.t1	gene_00495.t1	gene_02856.t1	XP_026627201.1	XP_960802.3
