Orthogroup,query,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,blast hits,best hit (e-value|query coverage|percent identity),interproscan result,found,fpkm
OG0011538,gene_06945.t1,0,2665,"KOG3417@1|root,KOG3417@2759|Eukaryota,38GRG@33154|Opisthokonta,3NUVS@4751|Fungi,3QP0G@4890|Ascomycota,20D1P@147545|Eurotiomycetes,3S5PS@5042|Eurotiales",4751|Fungi,T,Cell division control protein Cdc25,CDC25,"GO:0000003,GO:0000746,GO:0000747,GO:0000749,GO:0000750,GO:0001302,GO:0001678,GO:0003674,GO:0005085,GO:0005088,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0005829,GO:0005856,GO:0005886,GO:0005937,GO:0006950,GO:0007089,GO:0007154,GO:0007163,GO:0007165,GO:0007186,GO:0007264,GO:0007265,GO:0007346,GO:0007568,GO:0007569,GO:0008150,GO:0008360,GO:0009267,GO:0009605,GO:0009607,GO:0009743,GO:0009746,GO:0009749,GO:0009987,GO:0009991,GO:0010033,GO:0010564,GO:0012505,GO:0015629,GO:0016020,GO:0017016,GO:0019236,GO:0019725,GO:0019899,GO:0019932,GO:0019933,GO:0019935,GO:0019953,GO:0022414,GO:0022603,GO:0022604,GO:0023052,GO:0030427,GO:0030447,GO:0031136,GO:0031137,GO:0031139,GO:0031267,GO:0031667,GO:0031668,GO:0031669,GO:0031984,GO:0032005,GO:0032502,GO:0033500,GO:0033554,GO:0034284,GO:0035556,GO:0036170,GO:0036180,GO:0040007,GO:0042175,GO:0042221,GO:0042592,GO:0042593,GO:0042594,GO:0042995,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043332,GO:0043900,GO:0043902,GO:0044182,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044432,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0044764,GO:0045787,GO:0045931,GO:0046999,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051020,GO:0051128,GO:0051286,GO:0051704,GO:0051716,GO:0051726,GO:0055082,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071444,GO:0071496,GO:0071944,GO:0071963,GO:0090068,GO:0098772,GO:0098827,GO:0120025,GO:0120038,GO:1900087,GO:1901700,GO:1901701,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902806,GO:1902808,GO:1990819,GO:2000045,GO:2000241,GO:2000243",-,ko:K03099,"ko01521,ko01522,ko04010,ko04012,ko04013,ko04014,ko04062,ko04068,ko04072,ko04150,ko04151,ko04320,ko04510,ko04540,ko04630,ko04650,ko04660,ko04662,ko04664,ko04714,ko04722,ko04810,ko04910,ko04912,ko04915,ko04917,ko04926,ko05034,ko05160,ko05165,ko05200,ko05205,ko05206,ko05210,ko05211,ko05213,ko05214,ko05215,ko05220,ko05221,ko05223,ko05224,ko05225,ko05226,ko05231,map01521,map01522,map04010,map04012,map04013,map04014,map04062,map04068,map04072,map04150,map04151,map04320,map04510,map04540,map04630,map04650,map04660,map04662,map04664,map04714,map04722,map04810,map04910,map04912,map04915,map04917,map04926,map05034,map05160,map05165,map05200,map05205,map05206,map05210,map05211,map05213,map05214,map05215,map05220,map05221,map05223,map05224,map05225,map05226,map05231",-,-,-,"ko00000,ko00001",-,-,-,"RasGEF,RasGEF_N,SH3_1,SH3_9",,,,,
OG0011538,gene_06946.t1,0,1394,"COG0585@1|root,KOG2339@2759|Eukaryota,38EVE@33154|Opisthokonta,3NX34@4751|Fungi,3QPKE@4890|Ascomycota,20B6Q@147545|Eurotiomycetes,3S617@5042|Eurotiales",4751|Fungi,S,Pseudouridine synthase TruD Pus7,PUS7,"GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016072,GO:0016073,GO:0016556,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0031119,GO:0031120,GO:0034470,GO:0034641,GO:0034660,GO:0040031,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360,GO:1990481",5.4.99.27,ko:K06176,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,TruD,,,,,
OG0011450,gene_06950.t1,0,1558,"KOG1396@1|root,KOG1396@2759|Eukaryota,38DPJ@33154|Opisthokonta,3NUAE@4751|Fungi,3QR4M@4890|Ascomycota,20BRX@147545|Eurotiomycetes,3S4IJ@5042|Eurotiales",4751|Fungi,S,Sad1 UNC domain protein,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006457,GO:0008150,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0034975,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0071944,GO:0098827",-,-,-,-,-,-,-,-,-,-,Sad1_UNC,,,,,
OG0014965,gene_07024.t1,0,1661,"KOG2000@1|root,KOG2000@2759|Eukaryota,39JPD@33154|Opisthokonta,3Q419@4751|Fungi,3RM5K@4890|Ascomycota,20U7H@147545|Eurotiomycetes,3SE60@5042|Eurotiales",4751|Fungi,Z,gamma-Tubulin ring complex non-core subunit mod21,-,-,-,ko:K16572,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,Spc97_Spc98,,,,,
OG0012489,gene_07180.t1,0,1258,"COG1796@1|root,KOG2534@2759|Eukaryota,39ENV@33154|Opisthokonta,3NX09@4751|Fungi,3QQH3@4890|Ascomycota,20D0J@147545|Eurotiomycetes,3S3JQ@5042|Eurotiales",4751|Fungi,L,DNA polymerase,-,"GO:0000726,GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576",2.7.7.7,"ko:K03512,ko:K10981","ko03410,ko03450,map03410,map03450",M00296,-,-,"ko00000,ko00001,ko00002,ko01000,ko03400",-,-,-,"BRCT,DNA_pol_B_palm,DNA_pol_B_thumb,DNA_pol_lambd_f,HHH_8",,,,,
OG0013976,gene_07288.t1,0,1389,"2CURM@1|root,2RNV0@2759|Eukaryota,39XAM@33154|Opisthokonta,3P17H@4751|Fungi,3QKA9@4890|Ascomycota,20FQZ@147545|Eurotiomycetes,3S4CT@5042|Eurotiales",4751|Fungi,K,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"Fungal_trans,Zn_clus",,,,,
OG0011509,gene_07365.t1,0,1563,"COG0457@1|root,KOG0431@1|root,KOG0431@2759|Eukaryota,KOG1124@2759|Eukaryota,38UGU@33154|Opisthokonta,3NZS2@4751|Fungi,3QQBK@4890|Ascomycota,20EJ1@147545|Eurotiomycetes,3S66P@5042|Eurotiales",4751|Fungi,S,UBA TS-N domain protein,SWA2,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005829,GO:0006810,GO:0006897,GO:0006898,GO:0006996,GO:0007029,GO:0008150,GO:0009987,GO:0010256,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0022411,GO:0030276,GO:0030544,GO:0031072,GO:0031593,GO:0031982,GO:0031984,GO:0032182,GO:0032781,GO:0032984,GO:0032991,GO:0042175,GO:0043085,GO:0043130,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043462,GO:0043624,GO:0043933,GO:0044093,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048308,GO:0048309,GO:0050790,GO:0051179,GO:0051234,GO:0051261,GO:0051336,GO:0051345,GO:0065007,GO:0065009,GO:0071840,GO:0072318,GO:0072319,GO:0098657,GO:0098827,GO:0140030",-,-,-,-,-,-,-,-,-,-,"UBA,Ubiq-assoc",,,,,
OG0013121,gene_07514.t1,6.96E-265,724,"COG0657@1|root,KOG1515@2759|Eukaryota,3A00Y@33154|Opisthokonta,3P2DX@4751|Fungi,3QUQZ@4890|Ascomycota,20BH1@147545|Eurotiomycetes,3S9KJ@5042|Eurotiales",4751|Fungi,I,Steryl acetyl hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,"Abhydrolase_3,Say1_Mug180",,,,,
OG0013861,gene_07672.t1,0,2098,"KOG0866@1|root,KOG0866@2759|Eukaryota,39U7I@33154|Opisthokonta,3P3QF@4751|Fungi,3QV56@4890|Ascomycota,20GSP@147545|Eurotiomycetes,3S7GZ@5042|Eurotiales",4751|Fungi,U,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NUP50,Ran_BP1",,,,,
OG0011228,gene_07989.t1,3.15E-291,802,"29X6J@1|root,2RXR7@2759|Eukaryota,38FPY@33154|Opisthokonta,3NZT3@4751|Fungi,3QKKW@4890|Ascomycota,20AX9@147545|Eurotiomycetes,3S7ZV@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0013044,gene_08064.t1,1.64E-185,514,"COG0412@1|root,KOG3043@2759|Eukaryota,38HXU@33154|Opisthokonta,3NUGF@4751|Fungi,3QPPG@4890|Ascomycota,20C9Y@147545|Eurotiomycetes,3S5D7@5042|Eurotiales",4751|Fungi,Q,dienelactone hydrolase,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",-,-,-,-,-,-,-,-,-,-,DLH,,,,,
OG0015452,gene_08079.t1,0,1513,"28IP3@1|root,2QR03@2759|Eukaryota,396BN@33154|Opisthokonta,3NXB9@4751|Fungi,3QRQE@4890|Ascomycota,20KV7@147545|Eurotiomycetes,3SA8I@5042|Eurotiales",4751|Fungi,O,Glycoside hydrolase family 74 protein,-,-,3.2.1.155,ko:K18578,-,-,-,-,"ko00000,ko01000",-,"CBM1,GH74",-,CBM_1,,,,,
OG0011561,gene_08179.t1,0,951,"2CKJS@1|root,2QQN6@2759|Eukaryota,39S3H@33154|Opisthokonta,3NZ26@4751|Fungi,3QJC0@4890|Ascomycota,20GAT@147545|Eurotiomycetes,3S77Y@5042|Eurotiales",4751|Fungi,S,Terpene synthase family protein,-,-,"4.2.3.19,5.5.1.13",ko:K20657,"ko00904,ko01100,ko01110,map00904,map01100,map01110",-,"R02068,R05092","RC00642,RC01263","ko00000,ko00001,ko01000",-,-,-,-,,,,,
OG0013019,gene_08332.t1,0,2088,"COG0474@1|root,KOG0202@2759|Eukaryota,38FIJ@33154|Opisthokonta,3NU1M@4751|Fungi,3QMM2@4890|Ascomycota,20F28@147545|Eurotiomycetes,3S2XW@5042|Eurotiales",4751|Fungi,P,Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family,ENA2,"GO:0000322,GO:0000323,GO:0000324,GO:0003674,GO:0003824,GO:0005215,GO:0005388,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005773,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006950,GO:0006970,GO:0006972,GO:0007154,GO:0008150,GO:0008324,GO:0008554,GO:0008556,GO:0009267,GO:0009268,GO:0009605,GO:0009628,GO:0009651,GO:0009987,GO:0009991,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015085,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0031224,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034220,GO:0035725,GO:0042149,GO:0042592,GO:0042594,GO:0042623,GO:0042625,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051208,GO:0051234,GO:0051235,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071435,GO:0071496,GO:0071804,GO:0071805,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0090662,GO:0097623,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099131,GO:0099132,GO:0140115",3.6.3.7,ko:K01536,-,-,-,-,"ko00000,ko01000",-,-,-,"Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase",,,,,
OG0012240,gene_08397.t1,0,2028,"COG1502@1|root,KOG1329@2759|Eukaryota,38G6H@33154|Opisthokonta,3NX5P@4751|Fungi,3QJSM@4890|Ascomycota,20BUK@147545|Eurotiomycetes",4751|Fungi,I,phospholipase,-,-,3.1.4.4,ko:K01115,"ko00564,ko00565,ko01100,ko01110,ko04014,ko04024,ko04071,ko04072,ko04144,ko04666,ko04724,ko04912,ko05231,map00564,map00565,map01100,map01110,map04014,map04024,map04071,map04072,map04144,map04666,map04724,map04912,map05231",-,"R01310,R02051,R07385","RC00017,RC00425","ko00000,ko00001,ko01000,ko04131",-,-,-,"PLDc,PLDc_2",,,,,
OG0011482,gene_08446.t1,0,1717,"KOG0667@1|root,KOG0667@2759|Eukaryota,38D9D@33154|Opisthokonta,3NTYA@4751|Fungi,3QKZA@4890|Ascomycota,20BAT@147545|Eurotiomycetes,3S5NC@5042|Eurotiales",4751|Fungi,T,Protein kinase Yak1,YAK1,"GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004713,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018108,GO:0018193,GO:0018212,GO:0019538,GO:0023052,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032878,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0065007,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564",2.7.12.1,ko:K18670,-,-,-,-,"ko00000,ko01000,ko01001",-,-,-,Pkinase,,,,,
OG0015723,gene_08489.t1,0,4173,"KOG1140@1|root,KOG1140@2759|Eukaryota,38DXS@33154|Opisthokonta,3NU3X@4751|Fungi,3QQGS@4890|Ascomycota,20C0J@147545|Eurotiomycetes,3S4UH@5042|Eurotiales",4751|Fungi,O,Ubiquitin-protein ligase E3 component (UBR1),UBR1,"GO:0000151,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006464,GO:0006508,GO:0006511,GO:0006513,GO:0006515,GO:0006807,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009628,GO:0009889,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010498,GO:0010556,GO:0010646,GO:0010648,GO:0016567,GO:0016740,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0019941,GO:0023051,GO:0023057,GO:0030163,GO:0030433,GO:0031144,GO:0031323,GO:0031326,GO:0031503,GO:0032446,GO:0032879,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034504,GO:0034613,GO:0034629,GO:0034976,GO:0035966,GO:0035967,GO:0036211,GO:0036295,GO:0036296,GO:0036503,GO:0042221,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051171,GO:0051179,GO:0051252,GO:0051603,GO:0051641,GO:0051716,GO:0051788,GO:0055093,GO:0060255,GO:0061630,GO:0061659,GO:0065007,GO:0070482,GO:0070647,GO:0070727,GO:0070887,GO:0071218,GO:0071310,GO:0071453,GO:0071455,GO:0071596,GO:0071629,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090088,GO:0090089,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1903506,GO:1990116,GO:1990139,GO:1990234,GO:1990303,GO:1990304,GO:1990920,GO:2000112,GO:2000638,GO:2000639,GO:2001141",2.3.2.27,ko:K10625,-,-,-,-,"ko00000,ko01000,ko04121",-,-,-,"ClpS,zf-UBR",,,,,
OG0014064,gene_08638.t1,0,969,"COG1012@1|root,KOG2450@2759|Eukaryota,38CDB@33154|Opisthokonta,3NW4N@4751|Fungi,3QJDB@4890|Ascomycota,20BUA@147545|Eurotiomycetes,3SC9X@5042|Eurotiales",4751|Fungi,E,Belongs to the aldehyde dehydrogenase family,ALD2,"GO:0001505,GO:0003674,GO:0003824,GO:0004028,GO:0004029,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006081,GO:0006082,GO:0006520,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009308,GO:0009310,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019482,GO:0019483,GO:0019752,GO:0034641,GO:0042133,GO:0042136,GO:0042402,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576",1.2.1.5,ko:K00129,"ko00010,ko00340,ko00350,ko00360,ko00410,ko00980,ko00982,ko01100,ko01110,ko01120,ko05204,map00010,map00340,map00350,map00360,map00410,map00980,map00982,map01100,map01110,map01120,map05204",-,"R00711,R00904,R02536,R02537,R02695,R02697,R03300,R03302,R04882,R04883,R04888,R04889,R04891,R04892,R04996,R07104,R08282,R08283,R08307","RC00047,RC00080,RC00242,RC01735","ko00000,ko00001,ko01000",-,-,-,Aldedh,,,,,
OG0014994,gene_08838.t1,0,1202,"COG0654@1|root,KOG3855@2759|Eukaryota,3AEHD@33154|Opisthokonta,3PB2J@4751|Fungi,3R0W3@4890|Ascomycota,20K5X@147545|Eurotiomycetes,3S7YN@5042|Eurotiales",4751|Fungi,CH,"Phenol hydroxylase, C-terminal dimerisation domain",-,-,1.14.13.7,ko:K03380,"ko00623,ko00627,ko01120,map00623,map00627,map01120",-,"R00815,R03566","RC00046,RC00236","ko00000,ko00001,ko01000",-,-,-,"FAD_binding_3,Phe_hydrox_dim",,,,,
OG0014789,gene_08896.t1,0,1435,"COG0484@1|root,KOG0714@2759|Eukaryota,3A16Y@33154|Opisthokonta,3P2M5@4751|Fungi,3QT5J@4890|Ascomycota,20FI0@147545|Eurotiomycetes,3S3VB@5042|Eurotiales",4751|Fungi,O,DnaJ domain protein,-,"GO:0000226,GO:0000278,GO:0000281,GO:0000910,GO:0000923,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005815,GO:0005816,GO:0005856,GO:0006810,GO:0006887,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007097,GO:0007163,GO:0008150,GO:0008360,GO:0009987,GO:0015630,GO:0016043,GO:0016192,GO:0022402,GO:0022411,GO:0022603,GO:0022604,GO:0022607,GO:0030544,GO:0031021,GO:0031023,GO:0031024,GO:0031025,GO:0031072,GO:0031121,GO:0032153,GO:0032155,GO:0032187,GO:0032506,GO:0032940,GO:0036214,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044732,GO:0046903,GO:0046907,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051179,GO:0051234,GO:0051301,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051656,GO:0061640,GO:0065007,GO:0065008,GO:0071840,GO:0071963,GO:1902405,GO:1902410,GO:1903047",-,-,-,-,-,-,-,-,-,-,DnaJ,,,,,
OG0016346,gene_08987.t1,0,2418,"KOG3836@1|root,KOG3836@2759|Eukaryota,39JZT@33154|Opisthokonta,3P07N@4751|Fungi,3QPFB@4890|Ascomycota,20CVI@147545|Eurotiomycetes,3S451@5042|Eurotiales",4751|Fungi,K,Membrane-tethered transcription factor (SPT23),SPT23,"GO:0001666,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0006325,GO:0006342,GO:0006355,GO:0006357,GO:0006950,GO:0006996,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010035,GO:0010038,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010565,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016458,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0030176,GO:0030466,GO:0031224,GO:0031227,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031330,GO:0031984,GO:0032025,GO:0032991,GO:0033554,GO:0036003,GO:0036083,GO:0036293,GO:0036294,GO:0040029,GO:0042175,GO:0042221,GO:0042304,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043487,GO:0043488,GO:0043489,GO:0043618,GO:0043620,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045723,GO:0045814,GO:0045834,GO:0045892,GO:0045893,GO:0045923,GO:0045934,GO:0045935,GO:0045944,GO:0046889,GO:0046890,GO:0048255,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051716,GO:0055081,GO:0055088,GO:0055089,GO:0060255,GO:0061013,GO:0061399,GO:0061418,GO:0061419,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0070417,GO:0070482,GO:0070887,GO:0071241,GO:0071248,GO:0071279,GO:0071453,GO:0071456,GO:0071458,GO:0071840,GO:0072364,GO:0072366,GO:0080090,GO:0097159,GO:0098552,GO:0098554,GO:0098562,GO:0098827,GO:1901363,GO:1901522,GO:1902369,GO:1902373,GO:1902679,GO:1902680,GO:1903311,GO:1903312,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2000531,GO:2001141,GO:2001279,GO:2001280",-,ko:K06867,-,-,-,-,ko00000,-,-,-,"Ank,Ank_2,Ank_4,Ank_5,TIG",,,,,
OG0015164,gene_09233.t1,0,1005,"2CNG9@1|root,2QW3V@2759|Eukaryota,39WR1@33154|Opisthokonta,3NXN7@4751|Fungi,3QS1D@4890|Ascomycota,20BFK@147545|Eurotiomycetes,3S6QX@5042|Eurotiales",4751|Fungi,S,Domain of unknwon function (DUF3824),-,-,-,-,-,-,-,-,-,-,-,-,DUF3824,,,,,
OG0013625,gene_09377.t1,8.87E-304,831,"28PBP@1|root,2QVZ2@2759|Eukaryota,39WDT@33154|Opisthokonta,3NZ0B@4751|Fungi,3QSFW@4890|Ascomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0012387,gene_09446.t1,0,1250,"COG0018@1|root,KOG1195@2759|Eukaryota,38DX4@33154|Opisthokonta,3NVK0@4751|Fungi,3QKP2@4890|Ascomycota,20CVP@147545|Eurotiomycetes,3S37W@5042|Eurotiales",4751|Fungi,J,Belongs to the class-I aminoacyl-tRNA synthetase family,SYR1,"GO:0000959,GO:0002181,GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0032543,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070127,GO:0070144,GO:0071704,GO:0090304,GO:0140053,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.19,ko:K01887,"ko00970,map00970","M00359,M00360",R03646,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d",,,,,
